brand	manufacturers_id	name	description	room_image_url	fiber	texture	warranty
Shaw	1	Playful Spirit	A delightful mini-shag in solid colors.  It's as playful shag...but a bit more conservative.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV154_00701_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	277	the Scenic Route		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q4432_00102_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	278	Fresh N Fabulous		http://s7.shawimg.com/is/image/ShawIndustries/19772_00202_ROOM?$sf_w630$	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	279	Inner Space Twist		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA361_00111_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	280	Outside Agenda		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54638_00500_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	281	Full Design (t)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA264_00123_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	282	Rendered Bark		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/J0177_00600_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	283	In the Moment Tonal		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA373_00703_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	284	Frontier	A patterned loop for a confident style	http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54132_32310_MAIN}&res=18&sharp=2&op_sharpen=1	91% Olefin, 9% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	285	Great Approach (b)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q4468_00263_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	286	See the World III (t)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0024_00123_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	287	Desirable Statement		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/QC048_00402_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	288	Grand View		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA331_68102_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	289	Windsurf		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54688_00100_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	290	Designer Twist Platinum (a)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/EA094_00753_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon		Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	291	Down To Earth	Specially crafted for reality.  This durable, versatile texture withstands the demands of everyday life.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV162_00794_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	292	Masters		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54516_16300_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	293	Dramatic Results (b)	A lovely loop for today's decorating styles	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/5C057_00150_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Shaw Design Center	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	294	Backdrop I 12		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54641_00702_MAIN}&res=18&sharp=2&op_sharpen=1	60% Pet Polyester, 40% OlefinInside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	295	Beacon II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54692_00700_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	296	Fame And Fortune	A stylish and durable pattern-loop	http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54128_28800_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	297	Mission Inn II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0031_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	298	Day By Day (b)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52A96_00204_MAIN}&res=18&sharp=2&op_sharpen=1	100% Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	299	Simply Fundamental Twist (b)	Charming to the eye; tender to the touch.  A sassy twist carpet that's ideal for casual spaces.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV158_00151_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	300	Cedar Bay		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52Y45_00152_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
